Player Name,Score,Character,Vehicle,Glider,Tires
JenZua,82827,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,82823,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,82816,Luigi,Pipe Frame,Paper Glider,Azure Roller
Army,76421,Kamek,Teddy Buggy,Super Glider,Crimson Slim
JenZua,82810,Luigi,Pipe Frame,Paper Glider,Azure Roller
Army,76301,Luigi,Teddy Buggy,Super Glider,Crimson Slim
JenZua,82737,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,82720,Luigi,Pipe Frame,Paper Glider,Azure Roller
Alberto,82706,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,82688,Luigi,Pipe Frame,Paper Glider,Azure Roller
Panda,118324,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Alberto,138922,Peachette,Mr. Scooty,Paper Glider,Azure Roller
Alphabet Soup,152010,Funky Kong,Sports Coupe,Flower Glider,Crimson Slim
かたゆ,83297,Wario,Mach 8,Paper Glider,Leaf Tires
Panda,118526,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Alberto,117720,Light-blue Yoshi,Biddybuggy,Parachute,Azure Roller
Panda,118306,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
StervtL,151993,Funky Kong,Sports Coupe,Paper Glider,Crimson Slim
F。,117308,Black Yoshi,Biddybuggy,Paper Glider,Azure Roller
ありす,100198,Yoshi,Biddybuggy,Paper Glider,Roller
Alpaco,117260,Blue Yoshi,Biddybuggy,Parachute,Azure Roller
Erickfree,105923,Black Yoshi,Pipe Frame,Paper Glider,Azure Roller
Alpaco,117223,Yellow Yoshi,Biddybuggy,Paper Glider,Roller
Alpaco,117106,Yellow Yoshi,Biddybuggy,Paper Glider,Roller
Yerson,115574,Tanooki Mario,Teddy Buggy,Paper Glider,Roller
Yerson,115577,Tanooki Mario,Teddy Buggy,Paper Glider,Roller
F。,117080,Black Yoshi,Biddybuggy,Paper Glider,Azure Roller
JenZua,105527,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
Technical,85120,Kamek,Landship,Cloud Glider,Azure Roller
kwartz,56379,Dry Bowser,Mach 8,Paper Glider,Leaf Tires
JenZua,82644,Luigi,Pipe Frame,Paper Glider,Azure Roller
Technical,86138,Rosalina,Koopa Clown,Paper Glider,Ancient Tires
Technical,86052,Rosalina,Koopa Clown,Paper Glider,Ancient Tires
Technical,86047,Rosalina,Koopa Clown,Paper Glider,Ancient Tires
Technical,85979,Rosalina,Koopa Clown,Paper Glider,Ancient Tires
Army,85932,Rosalina,Koopa Clown,Paper Glider,Ancient Tires
StervtL,110069,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Army,85857,Rosalina,Koopa Clown,Paper Glider,Ancient Tires
Army,85820,Rosalina,Koopa Clown,Paper Glider,Ancient Tires
Technical,111696,Kamek,Mach 8,Cloud Glider,Crimson Slim
Army,85759,Rosalina,Koopa Clown,Paper Glider,Ancient Tires
ろーる,111696,Funky Kong,Mach 8,Paper Glider,Slim
Technical,111501,Funky Kong,Mach 8,Cloud Glider,Crimson Slim
Technical,111546,Funky Kong,Mach 8,Cloud Glider,Crimson Slim
Luckyo,75710,Luigi,Varmint,Super Glider,Crimson Slim
Alberto,70922,Luigi,Inkstriker,Paper Glider,Azure Roller
Technical,85990,Yoshi,Koopa Clown,Super Glider,Roller
はるいろ,112119,Black Yoshi,Streetle,Paper Glider,Azure Roller
Panda,116925,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Panda,116835,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Panda,116723,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Panda,116435,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Pii,100093,Orange Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,116635,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Panda,116537,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Panda,116477,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Panda,116452,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Panda,116438,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Panda,116346,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Army,73887,Peachette,Biddybuggy,Paper Glider,Azure Roller
Albert,58517,Heavy Mii,Circuit Special,Super Glider,Slim
Army,73782,Peachette,Biddybuggy,Paper Glider,Azure Roller
Panda,116315,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Pii,99827,Black Yoshi,Biddybuggy,Cloud Glider,Azure Roller
Panda,116283,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Panda,116227,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
かたゆ,83259,Wario,Mach 8,Paper Glider,Leaf Tires
Technical,111201,Heavy Mii Chain Chomp,Mach 8,Paper Glider,Crimson Slim
Alberto,75707,Yellow Yoshi,Varmint,Super Glider,Crimson Slim
Alberto,75617,Yellow Yoshi,Varmint,Super Glider,Crimson Slim
Technical,111337,Funky Kong,Mach 8,Cloud Glider,Crimson Slim
Panda,130581,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
¥146,110955,Luigi,Mach 8,Paper Glider,Leaf Tires
Yerson,115452,Tanooki Mario,Teddy Buggy,Paper Glider,Roller
Alberto,75562,Yellow Yoshi,Varmint,Super Glider,Crimson Slim
Tane,75576,Daisy,Varmint,Super Glider,Crimson Slim
Alberto,75426,Yellow Yoshi,Varmint,Super Glider,Crimson Slim
Alberto,70935,Luigi,Inkstriker,Paper Glider,Azure Roller
Army,77862,King Boo,Teddy Buggy,Paper Glider,Azure Roller
Alberto,70873,Kamek,Inkstriker,Paper Glider,Azure Roller
¥146,110925,Luigi,Mach 8,Paper Glider,Leaf Tires
Vincent,84349,Wario,Koopa Clown,Super Glider,Crimson Slim
K4I,151852,Funky Kong,Sports Coupe,Paper Glider,Slim
¥146,110945,Luigi,Mach 8,Paper Glider,Leaf Tires
JenZua,105374,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
JenZua,104952,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
Army,99680,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,108294,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,108263,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Mirai,62066,Blue Yoshi,Pipe Frame,Super Glider,Azure Roller
Panda,108248,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,108169,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,108163,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,108127,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
¥146,110905,Luigi,Mach 8,Paper Glider,Leaf Tires
しらぬい,108115,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Vincent,106258,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Army,101432,Peachette,Biddybuggy,Paper Glider,Azure Roller
Alberto,102283,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
StervtL,110857,Kamek,Mach 8,Paper Glider,Leaf Tires
Vincent,106412,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,102264,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,102263,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
StervtL,110877,Kamek,Mach 8,Paper Glider,Leaf Tires
しらぬい,108077,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
かたゆ,83245,Wario,Mach 8,Paper Glider,Leaf Tires
Alberto,102158,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
ささゆき,103442,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
くぜろ,130419,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,130112,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,102229,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
StervtL,110843,Kamek,Mach 8,Paper Glider,Leaf Tires
Panda,130059,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
ささゆき,103326,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,130063,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,129846,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
しらぬい,104900,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
しらぬい,104812,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
stove,104718,Yoshi,Biddybuggy,Cloud Glider,Azure Roller
StervtL,110849,Kamek,Mach 8,Paper Glider,Leaf Tires
StervtL,110828,Kamek,Mach 8,Paper Glider,Leaf Tires
しらぬい,104794,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
StervtL,110839,Kamek,Mach 8,Paper Glider,Leaf Tires
Vincent,104135,Pink Yoshi,Mr. Scooty,Paper Glider,Azure Roller
StervtL,110814,Kamek,Mach 8,Paper Glider,Leaf Tires
しらぬい,104778,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,104647,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Vincent,104094,Pink Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,104617,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,104569,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,104556,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,104387,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,104328,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,104314,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,104268,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,104254,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
F。,100740,Black Yoshi,Biddybuggy,Paper Glider,Azure Roller
Vincent,104112,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Vincent,103924,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,104026,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Vincent,104047,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
かたゆ,83244,Wario,Mach 8,Paper Glider,Leaf Tires
F。,100713,Black Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,132106,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
StervtL,110788,Kamek,Mach 8,Paper Glider,Leaf Tires
grace,83424,Luigi,Teddy Buggy,Gold Glider,Crimson Slim
SorNano,83234,Wario,Mach 8,Paper Glider,Leaf Tires
かたゆ,94284,Rosalina,Cat Cruiser,Paper Glider,Cushion
くぜろ,129674,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
F。,100712,Black Yoshi,Biddybuggy,Paper Glider,Azure Roller
Army,73667,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
Army,73607,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
Army,73511,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
k,151599,Wario,Mach 8,Cloud Glider,Slim
k,151759,Wario,Mach 8,Cloud Glider,Slim
F。,100622,Black Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,117221,White Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Army,79900,Kamek,Teddy Buggy,Paper Glider,Azure Roller
しらぬい,121615,Light-blue Yoshi,Pipe Frame,Paper Glider,Azure Roller
Vincent,106080,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Technical,111057,Heavy Mii Chain Chomp,Mach 8,Cloud Glider,Crimson Slim
JenZua,67233,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
Alberto,70557,Luigi,Inkstriker,Paper Glider,Azure Roller
Bruh,84769,Red Yoshi,Streetle,Parachute,Roller
JenZua,85655,Kamek,Biddybuggy,Paper Glider,Azure Roller
Alberto,100025,Yellow Yoshi,Biddybuggy,Cloud Glider,Azure Roller
Technical,84673,Yoshi,Landship,Paper Glider,Roller
JenZua,85833,Kamek,Biddybuggy,Paper Glider,Azure Roller
JenZua,85838,Kamek,Biddybuggy,Paper Glider,Azure Roller
Technical,110910,Heavy Mii Yoshi,Mach 8,Paper Glider,Crimson Slim
Miguel,85870,Peachette,Biddybuggy,Paper Glider,Azure Roller
Technical,111024,Heavy Mii Chain Chomp,Mach 8,Cloud Glider,Crimson Slim
Technical,111055,Heavy Mii Chain Chomp,Mach 8,Cloud Glider,Crimson Slim
Panda,106434,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,83867,Orange Yoshi,Biddybuggy,Paper Glider,Azure Roller
くぜろ,129602,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Army,106413,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
くぜろ,129639,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Yerson,115385,Tanooki Mario,Teddy Buggy,Paper Glider,Roller
Calcaire,83928,Blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Army,98502,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
しらぬい,98612,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Vincent,109453,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Vincent,109556,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
しらぬい,94277,Light-blue Yoshi,Cat Cruiser,Paper Glider,Cushion
くぜろ,129523,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Vincent,115682,Pink Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Army,80037,Kamek,Teddy Buggy,Paper Glider,Azure Roller
Army,80029,Kamek,Teddy Buggy,Paper Glider,Azure Roller
しらぬい,121773,White Yoshi,Pipe Frame,Paper Glider,Azure Roller
しらぬい,121729,White Yoshi,Pipe Frame,Paper Glider,Azure Roller
Panda,106726,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,106793,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
F。,100545,Black Yoshi,Biddybuggy,Paper Glider,Azure Roller
なすの,121586,Pink Yoshi,Varmint,Paper Glider,Azure Roller
Panda,79265,Ludwig,Teddy Buggy,Paper Glider,Azure Roller
Bruh,85027,Red Yoshi,Streetle,Parachute,Roller
Alberto,70859,Luigi,Inkstriker,Paper Glider,Azure Roller
Alberto,70782,Luigi,Inkstriker,Paper Glider,Azure Roller
Alberto,70766,Luigi,Inkstriker,Paper Glider,Azure Roller
Alberto,70690,Luigi,Inkstriker,Paper Glider,Azure Roller
Alberto,70666,Luigi,Inkstriker,Paper Glider,Azure Roller
Alberto,70651,Luigi,Inkstriker,Paper Glider,Azure Roller
Alberto,70613,Luigi,Inkstriker,Paper Glider,Azure Roller
Alberto,103920,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
くぜろ,129486,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
bup,78604,Heavy Mii Chain Chomp,Inkstriker,Paper Glider,Crimson Slim
くぜろ,129482,Light-blue Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Panda,83705,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Zae,74130,Light-blue Yoshi,Varmint,Super Glider,Azure Roller
Zae,74159,Light-blue Yoshi,Varmint,Super Glider,Azure Roller
4laps2win,70608,Heavy Mii Crossing,Teddy Buggy,Super Glider,Azure Roller
4laps2win,70633,Heavy Mii Crossing,Teddy Buggy,Super Glider,Azure Roller
Erickfree,104891,Birdo (Black),Pipe Frame,Paper Glider,Azure Roller
Zae,74166,Light-blue Yoshi,Pipe Frame,Super Glider,Azure Roller
Alberto,106477,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,83642,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,106516,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,106573,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
F。,119529,Black Yoshi,Inkstriker,Paper Glider,Azure Roller
¥146,126916,White Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Panda,117947,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Panda,118065,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Panda,118176,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Panda,118254,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
くぜろ,129175,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
くぜろ,129388,Light-blue Yoshi,Mr. Scooty,Paper Glider,Azure Roller
YOS,117052,Light-blue Yoshi,Streetle,Paper Glider,Azure Roller
YOS,117243,Yoshi,Streetle,Paper Glider,Azure Roller
ささゆき,101889,Pink Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,106415,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
くぜろ,129054,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,83675,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,106298,Birdo (Light Blue),Biddybuggy,Paper Glider,Azure Roller
kisaragi,120086,Orange Yoshi,Streetle,Cloud Glider,Azure Roller
とりっぴぃ,60399,Heavy Mii,Mach 8,Cloud Glider,Slim
もぺち,83012,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Jamie,101918,Funky Kong,Circuit Special,Super Glider,Slick
Panda,105524,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
4laps2win,70563,Pauline,Teddy Buggy,Super Glider,Blue Standard
Army,94143,Daisy,Biddybuggy,Paper Glider,Azure Roller
Army,93951,Daisy,Biddybuggy,Paper Glider,Azure Roller
Vincent,76278,Luigi,Teddy Buggy,Super Glider,Crimson Slim
Army,76220,Kamek,Teddy Buggy,Super Glider,Crimson Slim
Army,76269,Kamek,Teddy Buggy,Super Glider,Crimson Slim
Army,76168,Kamek,Teddy Buggy,Super Glider,Crimson Slim
Army,76130,Kamek,Teddy Buggy,Super Glider,Crimson Slim
Army,81802,Kamek,Teddy Buggy,Super Glider,Crimson Slim
Alberto,138943,Birdo (Light Blue),Mr. Scooty,Paper Glider,Azure Roller
Alberto,138795,Yellow Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,138706,Light-blue Yoshi,Mr. Scooty,Paper Glider,Azure Roller
F。,119482,Black Yoshi,Inkstriker,Paper Glider,Azure Roller
Alberto,96718,Light-blue Yoshi,Cat Cruiser,Paper Glider,Azure Roller
Army,76118,Kamek,Teddy Buggy,Super Glider,Crimson Slim
Draygo,79467,Rosalina,Inkstriker,Cloud Glider,Leaf Tires
Vincent,103830,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
ありす,101292,Pink Yoshi,Biddybuggy,Parachute,Roller
Alberto,82593,Iggy,Varmint,Paper Glider,Azure Roller
bup,78541,Heavy Mii Castle,Inkstriker,Flower Glider,Crimson Slim
Technical,81254,Yoshi,Inkstriker,Paper Glider,Crimson Slim
F。,119440,Black Yoshi,Inkstriker,Paper Glider,Azure Roller
くぜろ,129040,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
くぜろ,128997,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Vincent,85638,Light-blue Yoshi,Pipe Frame,Paper Glider,Azure Roller
Vincent,85569,Light-blue Yoshi,Pipe Frame,Paper Glider,Azure Roller
Panda,114884,Yellow Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Panda,114790,Yellow Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Panda,114818,Yellow Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Panda,114778,Yellow Yoshi,Teddy Buggy,Paper Glider,Azure Roller
SorNano,83189,Roy,Mach 8,Paper Glider,Wood
Ziline,110936,Peach,Biddybuggy,Paper Glider,Azure Roller
Pii,67150,Orange Yoshi,Pipe Frame,Cloud Glider,Azure Roller
Alberto,110517,Tanooki Mario,Biddybuggy,Flower Glider,Azure Roller
Vincent,110690,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
F。,119391,Black Yoshi,Inkstriker,Paper Glider,Azure Roller
Alberto,116181,Light-blue Yoshi,Streetle,Parachute,Azure Roller
Alberto,116124,Yoshi,Streetle,Paper Glider,Azure Roller
Alberto,116156,Yoshi,Streetle,Paper Glider,Azure Roller
Alberto,82515,Luigi,Varmint,Paper Glider,Azure Roller
Alberto,82467,Luigi,Varmint,Paper Glider,Azure Roller
4laps2win,70509,Pauline,Teddy Buggy,Super Glider,Blue Standard
Alberto,116020,Yoshi,Streetle,Paper Glider,Azure Roller
StervtL,115472,Light-blue Yoshi,Koopa Clown,Paper Glider,Ancient Tires
もぺち,82972,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,115976,Yoshi,Streetle,Paper Glider,Azure Roller
Army,82438,Luigi,Varmint,Paper Glider,Azure Roller
grace,81915,Yellow Yoshi,Pipe Frame,Paper Glider,Roller
Hgt,81673,Yellow Yoshi,Pipe Frame,Paper Glider,Roller
Mirai,74128,Luigi,Pipe Frame,Paper Glider,Azure Roller
パンプ,120648,Red Yoshi,Teddy Buggy,Paper Glider,Roller
k,120477,Yoshi,Teddy Buggy,Paper Glider,Azure Roller
もぺち,82953,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,82415,Luigi,Varmint,Paper Glider,Azure Roller
Alberto,82427,Luigi,Varmint,Paper Glider,Azure Roller
Army,82412,Luigi,Varmint,Paper Glider,Azure Roller
Army,82378,Luigi,Varmint,Paper Glider,Azure Roller
Army,82371,Luigi,Varmint,Paper Glider,Azure Roller
Alberto,74122,Luigi,Pipe Frame,Paper Glider,Azure Roller
Alberto,73992,Light-blue Yoshi,Pipe Frame,Paper Glider,Azure Roller
F。,119329,Black Yoshi,Inkstriker,Paper Glider,Azure Roller
Alpaco,110508,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
kisaragi,119798,Light-blue Yoshi,Streetle,Cloud Glider,Azure Roller
StervtL,59892,Luigi,Inkstriker,Paper Glider,Crimson Slim
FA,60393,Heavy Mii Dolphin,Mach 8,Paper Glider,Slim
Alberto,82371,Luigi,Varmint,Paper Glider,Azure Roller
4laps2win,70492,Pauline,Teddy Buggy,Super Glider,Blue Standard
Alberto,110477,Birdo (Green),Biddybuggy,Paper Glider,Azure Roller
F。,119262,Black Yoshi,Inkstriker,Paper Glider,Azure Roller
StervtL,110544,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
ささゆき,105460,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
きなこもち,105399,Yoshi,Biddybuggy,Paper Glider,Azure Roller
StervtL,110486,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
StervtL,110439,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
StervtL,110431,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
StervtL,110324,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
きなこもち,105367,Yoshi,Biddybuggy,Paper Glider,Azure Roller
Cwelly,88477,Black Yoshi,Streetle,Paper Glider,Azure Roller
Alberto,61992,Light-blue Yoshi,Pipe Frame,Parachute,Azure Roller
Draygo,73499,Light-blue Yoshi,Biddybuggy,Cloud Glider,Azure Roller
Army,76949,Luigi,Teddy Buggy,Paper Glider,Azure Roller
Army,77030,Luigi,Teddy Buggy,Paper Glider,Azure Roller
4laps2win,70491,Pauline,Teddy Buggy,Super Glider,Blue Standard
StervtL,110275,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Army,88123,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
Army,88221,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
Army,88225,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
Army,88244,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Army,88406,Peachette,Biddybuggy,Paper Glider,Azure Roller
Army,73471,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
Army,73429,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
Army,73427,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
Army,73398,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
ヨッシ,84592,Red Yoshi,Landship,Paper Glider,Roller
4laps2win,70407,Pauline,Teddy Buggy,Super Glider,Blue Standard
StervtL,110272,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
StervtL,110246,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
StervtL,110189,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Panda,107295,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,107312,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,107630,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,107711,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
StervtL,110087,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
StervtL,110136,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
StervtL,110141,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
StervtL,110181,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Panda,107767,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,108024,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
F。,113575,Black Yoshi,Biddybuggy,Paper Glider,Azure Roller
Zae,142786,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,85702,Koopa Troopa,Streetle,Paper Glider,Sponge
L,142605,White Yoshi,Streetle,Paper Glider,Azure Roller
ヨッシ,84578,Black Yoshi,Landship,Cloud Glider,Azure Roller
Panda,107196,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Technical,86019,Yoshi,Koopa Clown,Super Glider,Roller
Alberto,81899,Kamek,Streetle,Paper Glider,Azure Roller
ろーる,73889,Luigi,Pipe Frame,Paper Glider,Azure Roller
StervtL,110081,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Bruh,84290,Red Yoshi,Landship,Parachute,Roller
4laps2win,70502,Pauline,Teddy Buggy,Super Glider,Blue Standard
Bruh,84404,Red Yoshi,Landship,Parachute,Roller
Bruh,84503,Red Yoshi,Landship,Parachute,Roller
